NUMBER,Del_include?,Add_include?,SATD,sub_name,broken?
13117,0,0,SATD_have,qt/qtconnectivity,1
13185,0,0,SATD_have,qt/qtlocation,1
13209,0,0,SATD_have,qt/qtmultimedia,1
13215,0,0,SATD_have,qt/qtmultimedia,1
13221,0,0,SATD_have,qt/qtmultimedia,1
13229,0,0,SATD_have,qt/qtdeclarative,1
13233,0,0,SATD_have,qt/qtdeclarative,1
13297,0,0,SATD_have,qt/qtdeclarative,1
13340,0,0,SATD_have,qt/qtlocation,1
13347,0,0,SATD_have,qt/qtmultimedia,1
13361,0,0,SATD_have,qt/qtmultimedia,1
13370,0,0,SATD_have,qt/qtdeclarative,1
13384,0,0,SATD_have,qt/qtdeclarative,1
13389,0,0,SATD_have,qt/qtdeclarative,1
13396,0,0,SATD_have,qt/qtdeclarative,1
13474,0,0,SATD_have,qt/qtdeclarative,1
13496,0,0,SATD_have,qt/qtdeclarative,1
13500,0,0,SATD_have,qt/qtmultimedia,1
13502,0,0,SATD_have,qt/qtmultimedia,1
13604,0,0,SATD_have,qt/qtdeclarative,1
13614,0,0,SATD_have,qt/qtdeclarative,1
13622,0,0,SATD_have,qt/qtlocation,1
13656,0,0,SATD_have,qt/qtdeclarative,1
13702,0,0,SATD_have,qt/qtdeclarative,1
13760,0,0,SATD_have,qt/qtdeclarative,1
13761,0,0,SATD_have,qt/qtmultimedia,1
13763,0,0,SATD_have,qt/qtlocation,1
13767,0,0,SATD_have,qt/qtlocation,1
13781,0,0,SATD_have,qt/qtdeclarative,1
13782,0,0,SATD_have,qt/qtdeclarative,1
13783,0,0,SATD_have,qt/qtdeclarative,1
13784,0,0,SATD_have,qt/qtdeclarative,1
13785,0,0,SATD_have,qt/qtdeclarative,1
13790,0,0,SATD_have,qt/qtdeclarative,1
13793,0,0,SATD_have,qt/qtdeclarative,1
13794,0,0,SATD_have,qt/qtdeclarative,1
13795,0,0,SATD_have,qt/qtdeclarative,1
13797,0,0,SATD_have,qt/qtdeclarative,1
